Sku,UPC,Catalogue N,Title,Label,Cost Price,V.S.P.,301.Quantit,301.Sales Quantity,301.Sales Value,302.Quantit,302.Sales Quantity,302.Sales Value,303.Quantit,303.Sales Quantity,303.Sales Value,304.Quantit,304.Sales Quantity,304.Sales Value,305.Quantit,305.Sales Quantity,305.Sales Value,306.Quantit,306.Sales Quantity,306.Sales Value,307.Quantit,307.Sales Quantity,307.Sales Value,322.Quantit,322.Sales Quantity,322.Sales Value,390.Quantit,390.Sales Quantity,390.Sales Value,398.Quantit,398.Sales Quantity,398.Sales Value,399.Quantit,399.Sales Quantity,399.Sales Value,Arq COST
317277,4716076166958.0,BK18002-BK     ,BONE COLLECTION BIKE TIE PRO 2 BLACK                                                                          ,BONE COLLECTION               ,44.5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16
317278,4716076166941.0,BK18002-R      ,BONE COLLECTION BIKE TIE PRO 2 RED                                                                            ,BONE COLLECTION               ,44.5,89,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16
317280,4716076166965.0,BK18002-GR     ,BONE COLLECTION BIKE TIE PRO 2 GREY                                                                           ,BONE COLLECTION               ,44.5,89,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16
317296,4716076167474.0,PH18502-GR     ,BONE COLLECTION RUN TIE GREY L ARMBAND                                                                        ,BONE COLLECTION               ,49.5,99,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.95
317301,4716076167450.0,PH18501-GR     ,BONE COLLECTION RUN TIE GREY S ARMBAND                                                                        ,BONE COLLECTION               ,49.5,99,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.950000000000003
317311,4716076168341.0,PH18101-DEE    ,BONE COLLECTION MR DEER QCASE FOR IPHONE XS                                                                   ,BONE COLLECTION               ,34.5,69,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39
317312,4716076168358.0,PH18101-DUC    ,BONE COLLECTION PATTI DUCK QCASE FOR IPHONE XS                                                                ,BONE COLLECTION               ,34.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39
317316,4716076168365.0,PH18101-CAT    ,BONE COLLECTION MIAO CAT QCASE FOR IPHONE XS                                                                  ,BONE COLLECTION               ,34.5,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39
317320,4716076167856.0,PH18080-DEE    ,BONE COLLECTION MR DEER QCASE FOR IPHONE XS MAX                                                               ,BONE COLLECTION               ,34.5,69,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.229999999999997
317324,4716076167863.0,PH18080-DUC    ,BONE COLLECTION PATTI DUCK QCASE FOR IPHONE XS MAX                                                            ,BONE COLLECTION               ,34.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.229999999999997
317327,4716076167870.0,PH18080-CAT    ,BONE COLLECTION MIAO CAT QCASE FOR IPHONE XS MAX                                                              ,BONE COLLECTION               ,34.5,69,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.229999999999997
317333,4716076167924.0,PH18082-PEN    ,BONE COLLECTION MARU PENGUIN BUBBLE CASE FOR IPHONE XS                                                        ,BONE COLLECTION               ,34.5,69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39
317335,4716076167931.0,PH18082-DEE    ,BONE COLLECTION MR DEER BUBBLE CASE FOR IPHONE XS                                                             ,BONE COLLECTION               ,34.5,69,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,69,0,0,0,0,0,0,0,0,0,0,0,0,22.39
317336,4716076167948.0,PH18082-DUC    ,BONE COLLECTION PATTI DUCK BUBBLE CASE FOR IPHONE XS                                                          ,BONE COLLECTION               ,34.5,69,6,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39
317339,4716076167955.0,PH18082-CAT    ,BONE COLLECTION MIAO CAT BUBBLE CASE FOR IPHONE XS                                                            ,BONE COLLECTION               ,34.5,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39
317343,4716076167979.0,PH18084-DEE    ,BONE COLLECTION MR DEER BUBBLE CASE FOR IPHONE XS MAX                                                         ,BONE COLLECTION               ,34.5,69,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39
317345,4716076167993.0,PH18084-CAT    ,BONE COLLECTION MIAO CAT BUBBLE CASE FOR IPHONE XS MAX                                                        ,BONE COLLECTION               ,34.5,69,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39
663479,6953156293014.0,CAHUB-AZ0G     ,BASEUS SUPERLATIVE MULTIFUNCTIONAL HUB DEEP GREY                                                              ,BASEUS                        ,155.0,309,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.13
663480,6953156292314.0,NGH15-01       ,BASEUS GAMO H15 BLACK 3.5MM WIRED IN-EAR EARPHONES                                                            ,BASEUS                        ,54.5,109,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.130000000000013
663481,6953156292321.0,NGH15-91       ,BASEUS GAMO H15 RES/BLACK 3.5MM WIRED IN-EAR EARPHONES                                                        ,BASEUS                        ,54.5,109,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.13
663501,6953156293267.0,NGW01-01       ,BASEUS ENCOK W01 BLACK TRUE WIRELESS IN-EAR EARPHONES                                                         ,BASEUS                        ,119.5,239,7,0,0,4,1,239,0,0,0,0,0,0,0,0,0,2,1,239,3,1,239,0,0,0,0,0,0,0,0,0,0,0,0,66.22
665858,6953156293274.0,NGW01-02       ,BASEUS ENCOK W01 WHITE TRUE WIRELESS IN-EAR EARPHONES                                                         ,BASEUS                        ,119.5,239,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,-1,-239,7,1,239,0,0,0,0,0,0,0,0,0,0,0,0,66.22000000000001
665859,6953156293243.0,NGA03-01       ,BASEUS ENCOK A03 BLACK WIRELESS IN-EAR EARPHONES                                                              ,BASEUS                        ,74.5,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.82000000000039
665860,6953156293250.0,NGA03-02       ,BASEUS ENCOK A03 WHITE WIRELESS IN-EAR EARPHONES                                                              ,BASEUS                        ,74.5,149,9,1,149,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.19
665862,6953156294073.0,WXYDIW02-01    ,BASEUS DOTTER BLACK WIRELESS CHARGER FOR APPLE WATCH                                                          ,BASEUS                        ,54.5,109,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.570000000000004
671807,6953156294080.0,WXYDIW02-02    ,BASEUS DOTTER WHITE WIRELESS CHARGER FOR APPLE WATCH                                                          ,BASEUS                        ,54.5,109,2,0,0,1,1,109,0,0,0,0,0,0,0,0,0,7,0,0,2,1,109,0,0,0,0,0,0,0,0,0,0,0,0,23.569999999999997
671812,6953156292079.0,PPLG-01        ,BASEUS AMBLIGHT 30000MAH POWER BANK BLACK                                                                     ,BASEUS                        ,149.5,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.91
674011,6953156286504.0,SUDYZP-D19     ,BASEUS FULLY FOLDING SELFIE STICK BLACK/RED                                                                   ,BASEUS                        ,79.5,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.32
676636,6953156286498.0,SUDYZP-D1S     ,BASEUS FULLY FOLDING SELFIE STICK BLACK/SLIVER                                                                ,BASEUS                        ,79.5,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.32
676638,6953156286481.0,SUDYZP-D1V     ,BASEUS FULLY FOLDING SELFIE STICK BLACK/GOLD                                                                  ,BASEUS                        ,79.5,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.32
676641,7447902860074.0,BDC-480 SILVER ,BRAVE MFI LIGHTNING CABLE 1M SILVER                                                                           ,BRAVE                         ,34.5,69,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,1,69,0,0,0,0,0,0,0,0,0,0,0,0,15.43
676642,7447902862818.0,BDC-480 BLACK  ,BRAVE MFI LIGHTNING CABLE 1M BLACK                                                                            ,BRAVE                         ,34.5,69,9,0,0,3,1,69,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.43
734836,6953156281479.0,WXZN-01        ,BASEUS CAR WIRELESS CHARGER SMART VEHICLE BRACKET                                                             ,BASEUS                        ,74.5,149,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.99000000000001
734837,6953156282964.0,ACHDCJ-01      ,BASEUS HOLDER RED-DOT MOBILE GAME SCORING TOOL BLACK                                                          ,BASEUS                        ,24.5,49,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.260000000000002
734838,6953156282971.0,ACHDCJ-02      ,BASEUS HOLDER RED-DOT MOBILE GAME SCORING TOOL TRANSPARENT                                                    ,BASEUS                        ,24.5,49,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3,147,0,0,0,0,0,0,0,0,0,0,0,0,5.389999999999992
734867,6953156273887.0,NGW02-01       ,BASEUS ENCOK W02 TWS TRULY WIRELESS HEADSET BLACK                                                             ,BASEUS                        ,109.5,219,1,0,0,0,1,219,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.06000000000004
734868,6953156273894.0,NGW02-02       ,BASEUS ENCOK W02 TWS TRULY WIRELESS HEADSET WHITE                                                             ,BASEUS                        ,109.5,219,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,53.97
734881,6953156280243.0,WX2IN1-02      ,BASEUS SMART 2 IN 1 WIRELESS CHARGER WHITE                                                                    ,BASEUS                        ,89.5,179,2,0,0,3,2,358,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.14999999999977
734882,6953156278844.0,PPALL-AKU01    ,BASEUS MINI CU DIGITAL DISPLAY POWER BANK 10000MAH BLACK                                                      ,BASEUS                        ,69.5,139,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,139,0,0,0,0,0,0,0,0,0,0,0,0,37.61867256637168
734895,6953156276413.0,CCALL-RH01     ,BASEUS LOCOMOTIVE BLUETOOTH MP3 VEHICLE CHARGER BLACK                                                         ,BASEUS                        ,49.5,99,0,1,99,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,24.729999999999976
734899,6953156273030.0,ACCHZ-01       ,BASEUS ROTATION TYPE UNIVERSAL CHARGER BLACK                                                                  ,BASEUS                        ,54.5,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,25.360000000000003
734904,6953156278622.0,CAHUB-D0G      ,BASEUS CUBE TYPE-C TO USB3.0X3+USB2.0X2 HUB ADAPTER DARK GRAY                                                 ,BASEUS                        ,64.5,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.0
734907,6953156255814.0,SUGENT-ATR01   ,BASEUS CURVE MAGNET CAR MOUNT                                                                                 ,BASEUS                        ,24.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
734909,6953156253025.0,SUER-A01       ,BASEUS SMALL EARS MAGNETIC CAR VENT SUCTION BRACKET BLACK                                                     ,BASEUS                        ,24.5,49,7,0,0,1,1,49,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76
734911,6953156253032.0,SUER-A0S       ,BASEUS SMALL EARS MAGNETIC CAR VENT SUCTION BRACKET ROSE SILVER                                               ,BASEUS                        ,24.5,49,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.049999999999997
734916,6953156259850.0,SUHS-DP01      ,BASEUS DOUBLE CLIP HORIZONTAL VEHICLE MOUNT BLACK                                                             ,BASEUS                        ,29.5,59,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.479999999999993
734920,6953156273085.0,SUYZD-01       ,BASEUS BULLET ON-BOARD CAR MAGNETIC BRACKET BLACK                                                             ,BASEUS                        ,34.5,69,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.620000000000053
734921,6953156273092.0,SUYZD-09       ,BASEUS BULLET ON-BOARD CAR MAGNETIC BRACKET RED                                                               ,BASEUS                        ,34.5,69,3,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.949999999999998
734922,6953156273108.0,SUYZD-0S       ,BASEUS BULLET ON-BOARD CAR MAGNETIC BRACKET SILVER                                                            ,BASEUS                        ,34.5,69,15,1,69,4,2,138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.950000000000014
734927,6953156253063.0,SUER-B01       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET BLACK                                                             ,BASEUS                        ,24.5,49,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.760000000000007
734928,6953156253070.0,SUER-B0S       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET ROSE SILVER                                                       ,BASEUS                        ,24.5,49,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76
734941,6953156281691.0,WXXP-01        ,BASEUS WIRELESS CHARGER SUCTION CUP BLACK                                                                     ,BASEUS                        ,44.5,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22.190000000000005
