Sku,UPC,Catalogue N,Title,Label,Cost Price,V.S.P.,401.Quantit,401.Sales Quantity,401.Sales Value,402.Quantit,402.Sales Quantity,402.Sales Value,404.Quantit,404.Sales Quantity,404.Sales Value,405.Quantit,405.Sales Quantity,405.Sales Value,412.Quantit,412.Sales Quantity,412.Sales Value,416.Quantit,416.Sales Quantity,416.Sales Value,417.Quantit,417.Sales Quantity,417.Sales Value,423.Quantit,423.Sales Quantity,423.Sales Value,424.Quantit,424.Sales Quantity,424.Sales Value,425.Quantit,425.Sales Quantity,425.Sales Value,426.Quantit,426.Sales Quantity,426.Sales Value,429.Quantit,429.Sales Quantity,429.Sales Value,444.Quantit,444.Sales Quantity,444.Sales Value,490.Quantit,490.Sales Quantity,490.Sales Value
738077,6.95E+12,CATSY-0G       ,BASEUS TYPE-C MALE TO HDMI MALE 4K HD ADAPTER CABLE 1.8M                                                      ,BASEUS                        ,89.5,189,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738078,6.95E+12,ACSLCJ-06      ,BASEUS GRENADE BLACK/ARMY GREEN GRIP FOR SMARTPHONES                                                          ,BASEUS                        ,24.5,49,7,2,98,3,1,49,8,0,0,25,2,98,0,0,0,14,5,245,5,2,98,2,0,0,1,4,196,2,0,0,4,2,98,6,1,49,0,0,0,0,0,0
738079,6.95E+12,ACSR-XJ09      ,BASEUS ADAPTER X-MEN AUDIO RADIATOR RED/BLACK                                                                 ,BASEUS                        ,49.5,99,0,0,0,2,0,0,2,0,0,4,0,0,1,0,0,5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738080,6.95E+12,ACSR-XJ0A      ,BASEUS ADAPTER X-MEN AUDIO RADIATOR BLACK                                                                     ,BASEUS                        ,39.5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,79,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0
738081,6.95E+12,ACXUN-02       ,BASEUS AROMA DIFFUSER CREAM WHITE                                                                             ,BASEUS                        ,64.5,139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739727,6.95E+12,WIAPPOD-01     ,BASEUS PROTECTIVE CASE/WIRELESS CHARGER BLACK FOR AIRPODS                                                     ,BASEUS                        ,44.5,99,6,0,0,0,0,0,4,0,0,43,2,198,4,0,0,11,2,198,2,0,0,0,0,0,7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
739728,6.95E+12,WIAPPOD-09     ,BASEUS PROTECTIVE CASE/WIRELESS CHARGER RED FOR AIRPODS                                                       ,BASEUS                        ,44.5,99,2,0,0,4,0,0,4,0,0,9,0,0,2,1,99,10,1,99,2,0,0,3,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0
742244,6.95E+12,CAHUB-F01      ,BASEUS ROUND BOX USB 3.0 HUB ADAPTER BLACK                                                                    ,BASEUS                        ,29.5,59,4,0,0,2,0,0,4,0,0,6,0,0,4,0,0,5,0,0,4,0,0,4,0,0,6,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
742245,6.95E+12,CAHUB-F02      ,BASEUS ROUND BOX USB 3.0 HUB ADAPTER WHITE                                                                    ,BASEUS                        ,29.5,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742247,6.95E+12,CAHUB-G01      ,BASEUS ROUND BOX TYPE-C HUB ADAPTER BLACK                                                                     ,BASEUS                        ,29.5,59,4,0,0,2,0,0,4,0,0,6,0,0,4,0,0,5,0,0,4,0,0,4,0,0,6,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
742248,6.95E+12,ACSLCJ-01      ,BASEUS GRENADE BLACK GRIP FOR SMARTPHONES                                                                     ,BASEUS                        ,24.5,49,1,0,0,7,1,49,3,0,0,17,3,147,0,0,0,6,5,245,0,0,0,2,0,0,1,1,49,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
742249,6.95E+12,SUCJLF-01      ,BASEUS WINNER COOLING HEAT SINK BLACK FOR SMARTPHONES                                                         ,BASEUS                        ,44.5,99,5,0,0,3,0,0,7,0,0,8,0,0,5,0,0,16,0,0,4,1,99,8,0,0,3,2,198,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0
742292,6.95E+12,SGAPIPD-CX02   ,BASEUS 0.3MM TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 11-INCH                                             ,BASEUS                        ,39.5,79,2,0,0,3,0,0,4,0,0,21,0,0,4,0,0,21,0,0,3,0,0,4,0,0,6,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0
742293,6.95E+12,SGAPIPD-DX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 11-INCH                             ,BASEUS                        ,44.5,89,4,0,0,2,0,0,4,0,0,19,0,0,4,0,0,11,0,0,3,0,0,4,0,0,6,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
742294,6.95E+12,LTAPIPD-ASM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 11-INCH                                                 ,BASEUS                        ,74.5,159,2,0,0,0,0,0,4,0,0,16,0,0,3,0,0,12,0,0,0,0,0,3,0,0,7,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0
742295,6.95E+12,SUGENT-XF0S    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET SILVER FOR SMARTPHONES                                                ,BASEUS                        ,39.5,79,2,0,0,2,0,0,3,0,0,5,0,0,0,2,158,2,2,158,2,0,0,3,0,0,4,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
742296,6.95E+12,SUGENT-XF01    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET BLACK FOR SMARTPHONES                                                 ,BASEUS                        ,39.5,79,3,0,0,0,0,0,2,0,0,3,0,0,3,0,0,9,1,79,2,0,0,3,0,0,5,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
742297,6.95E+12,ACAPIPHX-ABJ01 ,BASEUS 1+1 BLACK WIRELESS CHARGE 5000MAH POWER BANK FOR IPHONE XS/X                                           ,BASEUS                        ,119.5,249,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
742298,6.95E+12,ACAPIPHX-BJ01  ,BASEUS PLAID BLACK 3500MAH POWER BANK FOR IPHONE X                                                            ,BASEUS                        ,89.5,189,3,0,0,0,0,0,3,0,0,9,0,0,3,0,0,11,0,0,3,0,0,3,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
742300,6.95E+12,ACPCL-01       ,BASEUS GOLDEN CUDGEL CAPACITIVE STYLUS BLACK                                                                  ,BASEUS                        ,29.5,59,5,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,2,0,0,0,0,0,1,1,59,0,0,0,0,0,0
742301,6.96E+12,4KCD6901       ,USAMS 4000MAH POWER BANK CASE BLACK FOR IPHONE XS MAX                                                         ,USAMS                         ,94.5,199,0,0,0,0,0,0,1,1,199,3,2,398,2,0,0,14,1,199,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743939,6.95E+12,NGH08-01       ,BASEUS H08 BLACK IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                                 ,BASEUS                        ,140,289,0,1,289,3,0,0,5,0,0,13,0,0,8,2,578,4,1,289,6,0,0,6,0,0,1,0,0,2,0,0,3,1,289,0,0,0,3,0,0,0,0,0
743940,6.95E+12,NGH08-2G       ,BASEUS H08 WHITE/GREY IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                            ,BASEUS                        ,140,289,2,0,0,2,0,0,0,0,0,10,0,0,8,2,578,7,1,289,8,0,0,4,0,0,1,1,289,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0
743943,6.95E+12,NGS07-01       ,BASEUS ENCOK BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                       ,BASEUS                        ,49.5,99,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743945,6.95E+12,NGS07-19       ,BASEUS ENCOK RED/BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                   ,BASEUS                        ,49.5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743947,6.95E+12,NGS07-S9       ,BASEUS ENCOK SILVER/RED SPORTS WIRELESS IN-EAR EARPHONES S07                                                  ,BASEUS                        ,49.5,99,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743948,6.95E+12,ACNXB-02       ,BASEUS WARM LITTLE WHITE FAN HEATER                                                                           ,BASEUS                        ,79.5,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743953,6.95E+12,WIAPIPH58-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS                                                                  ,BASEUS                        ,34.5,69,6,0,0,3,0,0,4,0,0,10,0,0,6,0,0,8,0,0,1,1,69,4,0,0,4,0,0,2,0,0,0,1,69,0,0,0,2,0,0,0,0,0
743955,6.95E+12,WIAPIPH58-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS                                                      ,BASEUS                        ,34.5,69,4,0,0,2,0,0,3,0,0,7,0,0,3,0,0,6,0,0,1,0,0,4,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
743956,6.95E+12,WIAPIPH58-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS                                                                   ,BASEUS                        ,34.5,69,5,0,0,3,0,0,3,0,0,9,1,69,5,0,0,8,1,69,3,0,0,4,0,0,5,1,69,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0
743958,6.95E+12,WIAPIPH58-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS                                                                    ,BASEUS                        ,34.5,69,2,1,69,1,0,0,6,0,0,9,0,0,4,0,0,8,0,0,3,0,0,3,1,69,4,0,0,4,0,0,1,0,0,2,0,0,2,0,0,0,0,0
743960,6.95E+12,WIAPIPH65-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS MAX                                                              ,BASEUS                        ,34.5,69,4,0,0,4,0,0,4,0,0,7,0,0,5,0,0,8,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,2,138,1,0,0,2,0,0,0,0,0
743961,6.95E+12,WIAPIPH65-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS MAX                                                  ,BASEUS                        ,34.5,69,4,0,0,4,0,0,6,0,0,9,0,0,5,0,0,8,0,0,2,0,0,4,0,0,5,0,0,2,0,0,3,0,0,2,0,0,2,0,0,0,0,0
743963,6.95E+12,WIAPIPH65-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS MAX                                                               ,BASEUS                        ,34.5,69,4,0,0,4,0,0,5,1,69,9,0,0,6,0,0,8,0,0,3,0,0,4,0,0,5,0,0,2,0,0,1,1,69,1,0,0,2,0,0,0,0,0
743965,6.95E+12,WIAPIPH65-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS MAX                                                                ,BASEUS                        ,34.5,69,4,0,0,4,0,0,5,0,0,10,0,0,6,0,0,6,0,0,3,0,0,4,0,0,6,0,0,2,0,0,3,0,0,2,0,0,2,0,0,0,0,0
743966,6.95E+12,CATKC-A01      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M BLACK                                                             ,BASEUS                        ,29.5,59,1,0,0,3,0,0,4,0,0,9,0,0,6,0,0,10,0,0,6,0,0,4,0,0,6,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0
743968,6.95E+12,SUCJG9-02      ,BASEUS G9 MOBILE GAME SCORING TOOL WHITE FOR SMARTPHONES/TABLET                                               ,BASEUS                        ,24.5,49,4,0,0,2,1,49,5,1,49,10,0,0,1,0,0,1,0,0,2,0,0,4,0,0,0,1,49,3,0,0,0,1,49,0,0,0,3,0,0,0,0,0
743975,6.95E+12,SUCJG9-01      ,BASEUS G9 MOBILE GAME SCORING TOOL BLACK FOR SMARTPHONES/TABLET                                               ,BASEUS                        ,24.5,49,4,2,98,2,0,0,8,0,0,24,2,98,1,0,0,13,0,0,2,0,0,5,0,0,0,1,49,3,0,0,0,1,49,1,0,0,3,0,0,0,0,0
744168,6.95E+12,CATKC-A09      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M RED                                                               ,BASEUS                        ,29.5,59,4,0,0,3,0,0,5,0,0,9,0,0,5,0,0,8,0,0,2,0,0,4,0,0,6,0,0,1,1,59,2,0,0,1,0,0,2,0,0,0,0,0
746545,6.95E+12,CAHUB-K0G      ,BASEUS HARMONICA 5-IN-1 HUB ADAPTER GREY                                                                      ,BASEUS                        ,74.5,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746546,6.95E+12,SGAPIPD-BX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 12.9-INCH 3RD GEN                   ,BASEUS                        ,44.5,99,4,0,0,2,0,0,4,0,0,6,0,0,4,0,0,10,0,0,2,0,0,4,0,0,6,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
746547,6.95E+12,LTAPIPD-ASM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 11-INCH                                                ,BASEUS                        ,74.5,159,1,0,0,3,0,0,4,0,0,5,0,0,3,0,0,6,0,0,4,0,0,4,0,0,4,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0
746548,6.95E+12,LTAPIPD-BSM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 12.9-INCH 3RD GEN                                      ,BASEUS                        ,89.5,189,3,0,0,2,0,0,4,0,0,5,0,0,4,0,0,4,0,0,2,0,0,4,0,0,6,0,0,2,0,0,1,1,189,2,0,0,0,0,0,0,0,0
746549,6.95E+12,LTAPIPD-BSM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 12.9-INCH 3RD GEN                                       ,BASEUS                        ,89.5,189,2,0,0,2,0,0,4,0,0,6,0,0,4,0,0,5,0,0,2,0,0,3,0,0,4,0,0,2,0,0,2,0,0,1,1,189,0,0,0,0,0,0
746699,7.45E+11,BHL-712        ,BRAVE LOTTO SERIES MAGNETIC CAR MOUNTS                                                                        ,BRAVE                         ,34.5,69,4,0,0,2,0,0,3,0,0,6,0,0,2,0,0,3,0,0,2,0,0,4,0,0,5,1,69,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0
746700,7.45E+11,BHL-713        ,BRAVE 2-IN-1 UNIVERSAL MAGNETIC HOLDER                                                                        ,BRAVE                         ,29.5,59,4,0,0,3,0,0,4,0,0,4,0,0,3,1,59,4,0,0,2,1,59,3,0,0,5,0,0,2,0,0,1,1,59,3,0,0,0,0,0,0,0,0
748116,7.45E+12,BBP-901        ,BRAVE PU LEATHER BACKPACK BLACK WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                   ,BRAVE                         ,487,789,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748118,7.45E+12,BBP-902        ,BRAVE NYLON BACKPACK BLACK CIRCUIT PATTERN WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                        ,BRAVE                         ,487,789,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,789,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748119,7.45E+12,BBP-903        ,BRAVE NYLON BACKPACK ARMY GREY WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                    ,BRAVE                         ,487,789,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748120,7.45E+12,BBP-904        ,BRAVE NYLON BACKPACK DARK CAMOUFLAGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                              ,BRAVE                         ,487,789,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,789,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748121,7.45E+12,BBP-905        ,BRAVE NYLON BACKPACK BEIGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                        ,BRAVE                         ,487,789,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748127,4.72E+12,PH18502-BK     ,BONE COLLECTION RUN TIE BLACK LARGE FOR SMARTPHONES 4-6.5 INCH                                                ,BONE COLLECTION               ,69.5,149,6,0,0,2,0,0,5,1,149,4,2,298,4,0,0,5,1,149,4,0,0,1,1,149,5,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
748128,4.72E+12,PH18501-BK     ,BONE COLLECTION RUN TIE BLACK SMALL                                                                           ,BONE COLLECTION               ,69.5,149,5,0,0,3,1,149,5,0,0,4,2,298,4,0,0,6,0,0,4,0,0,2,0,0,6,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
748129,4.72E+12,DR18041-32BK   ,BONE COLLECTION MARU PENGUIN 32GB USB 3.0                                                                     ,BONE COLLECTION               ,116.35,189,6,0,0,4,0,0,6,0,0,5,1,189,4,0,0,6,0,0,3,1,189,4,0,0,5,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
748131,4.72E+12,DR18043-32BR   ,BONE COLLECTION MR. DEER 32GB USB 3.0                                                                         ,BONE COLLECTION               ,116.35,189,6,0,0,4,0,0,6,0,0,5,0,0,4,0,0,6,0,0,4,0,0,4,0,0,6,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
748133,4.72E+12,AP14021-BK     ,BONE COLLECTION LINKEY LIGHTNING BLACK                                                                        ,BONE COLLECTION               ,59.5,129,6,0,0,4,0,0,6,0,0,6,0,0,4,0,0,6,0,0,4,0,0,4,0,0,6,0,0,2,0,0,2,0,0,1,1,129,0,0,0,0,0,0
