,Sku,UPC,Catalogue N,Label,Arq COST,Cost Price,V.S.P.,Latest SOH,01-2019: QTY SOLD,01-2019: QTY SOLDArqoob Cost,01-2019: QTY SOLDQTY SOLD VALUE,02-2019: QTY SOLD,02-2019: QTY SOLDArqoob Cost,02-2019: QTY SOLDQTY SOLD VALUE,03-2019: QTY SOLD,03-2019: QTY SOLDArqoob Cost,03-2019: QTY SOLDQTY SOLD VALUE,04-2019: QTY SOLD,04-2019: QTY SOLDArqoob Cost,04-2019: QTY SOLDQTY SOLD VALUE,05-2019: QTY SOLD,05-2019: QTY SOLDArqoob Cost,05-2019: QTY SOLDQTY SOLD VALUE,Total Qty Sold,Total Arghoob Cost,Total Arqhoob Price,Qty Avg Day,Qty Avg Month,Value Avg Month,Qty Stock Value,Days Stock in Hand,Current stock cover upto (Week),Current stock cover upto (Month),Current stock cover upto (Date)
96,734935,6950000000000.0,CALLG-01       ,BASEUS                        ,1,29.5,59,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
97,734936,6950000000000.0,CALLG-09       ,BASEUS                        ,1,29.5,59,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
98,734937,6950000000000.0,SUGENT-ZN03    ,BASEUS                        ,1,69.5,149,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
99,734938,6950000000000.0,SUGENT-ZN0S    ,BASEUS                        ,1,69.5,149,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
100,734939,6950000000000.0,CCALL-XK01     ,BASEUS                        ,1,109.5,229,0,1,1,109.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,109.5,0.01,0.2,21.9,0.0,0.0,0.0,0.0,null
101,734945,6950000000000.0,CCALL-YX01     ,BASEUS                        ,1,39.5,79,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
102,734947,6950000000000.0,CCALL-YX02     ,BASEUS                        ,1,39.5,79,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
103,734966,6950000000000.0,WIAPIPH61-BE01 ,BASEUS                        ,1,24.5,49,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
104,734968,6950000000000.0,WIAPIPH61-BE04 ,BASEUS                        ,1,24.5,49,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
105,734970,6950000000000.0,WIAPIPH61-BE08 ,BASEUS                        ,1,24.5,49,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
106,734971,6950000000000.0,WIAPIPH65-BE01 ,BASEUS                        ,1,24.5,49,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
107,734973,6950000000000.0,WIAPIPH65-BE04 ,BASEUS                        ,1,24.5,49,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
108,734975,6950000000000.0,WIAPIPH65-BE08 ,BASEUS                        ,1,24.5,49,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
109,734976,6950000000000.0,CALEYE-01      ,BASEUS                        ,1,39.5,79,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
110,734981,6950000000000.0,CALEYE-02      ,BASEUS                        ,1,39.5,79,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
111,738068,6950000000000.0,WXHSG-02       ,BASEUS                        ,1,59.5,129,0,0,0,0.0,1,1,59.5,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,59.5,0.01,0.2,11.9,0.0,0.0,0.0,0.0,null
112,738069,6950000000000.0,WXHSG-01       ,BASEUS                        ,1,59.5,129,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
113,738071,6950000000000.0,SUXUN-BY0G     ,BASEUS                        ,1,24.5,49,0,2,2,49.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2.0,2.0,49.0,0.01,0.4,9.8,0.0,0.0,0.0,0.0,null
114,738072,6950000000000.0,SUXUN-BY09     ,BASEUS                        ,1,24.5,49,0,2,2,49.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,24.5,3.0,3.0,73.5,0.02,0.6,14.7,0.0,0.0,0.0,0.0,null
115,738074,6950000000000.0,CATSX-F0G      ,BASEUS                        ,1,344.5,719,0,1,1,344.5,1,1,344.5,1,1,344.5,0,0,0.0,0,0,0.0,3.0,3.0,1033.5,0.02,0.6,206.7,0.0,0.0,0.0,0.0,null
116,738076,6950000000000.0,CATSX-D0G      ,BASEUS                        ,1,124.5,259,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
117,738079,6950000000000.0,ACSR-XJ09      ,BASEUS                        ,1,49.5,99,0,4,4,198.0,1,1,49.5,4,4,198.0,1,1,49.5,0,0,0.0,10.0,10.0,495.0,0.07,2.0,99.0,0.0,0.0,0.0,0.0,null
118,738080,6950000000000.0,ACSR-XJ0A      ,BASEUS                        ,1,39.5,79,0,4,4,158.0,2,2,79.0,1,1,39.5,0,0,0.0,0,0,0.0,7.0,7.0,276.5,0.05,1.4,55.3,0.0,0.0,0.0,0.0,null
119,742245,6950000000000.0,CAHUB-F02      ,BASEUS                        ,1,29.5,59,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
120,742297,6950000000000.0,ACAPIPHX-ABJ01 ,BASEUS                        ,1,119.5,249,0,3,3,358.5,1,1,119.5,1,1,119.5,2,2,239.0,0,0,0.0,7.0,7.0,836.5,0.05,1.4,167.3,0.0,0.0,0.0,0.0,null
121,742298,6950000000000.0,ACAPIPHX-BJ01  ,BASEUS                        ,1,89.5,189,0,5,5,447.5,2,2,179.0,0,0,0.0,0,0,0.0,0,0,0.0,7.0,7.0,626.5,0.05,1.4,125.3,0.0,0.0,0.0,0.0,null
122,742301,6960000000000.0,4KCD6901       ,USAMS                         ,1,94.5,199,0,34,34,3213.0,9,9,850.5,0,0,0.0,0,0,0.0,0,0,0.0,43.0,43.0,4063.5,0.28,8.6,812.7,0.0,0.0,0.0,0.0,null
123,743940,6950000000000.0,NGH08-2G       ,BASEUS                        ,1,140.0,289,0,14,14,1960.0,9,9,1260.0,5,5,700.0,2,2,280.0,3,3,420.0,33.0,33.0,4620.0,0.22,6.6,924.0,0.0,0.0,0.0,0.0,null
124,743945,6950000000000.0,NGS07-19       ,BASEUS                        ,1,49.5,99,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
125,743947,6950000000000.0,NGS07-S9       ,BASEUS                        ,1,49.5,99,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
126,743948,6950000000000.0,ACNXB-02       ,BASEUS                        ,1,79.5,169,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
127,743963,6950000000000.0,WIAPIPH65-ASL04,BASEUS                        ,1,34.5,69,0,5,5,172.5,4,4,138.0,4,4,138.0,4,4,138.0,3,3,103.5,20.0,20.0,690.0,0.13,4.0,138.0,0.0,0.0,0.0,0.0,null
128,746545,6950000000000.0,CAHUB-K0G      ,BASEUS                        ,1,74.5,159,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
129,748116,7450000000000.0,BBP-901        ,BRAVE                         ,1,292.0,469,0,1,1,292.0,3,3,876.0,0,0,0.0,2,2,584.0,0,0,0.0,6.0,6.0,1752.0,0.04,1.2,350.4,0.0,0.0,0.0,0.0,null
130,748118,7450000000000.0,BBP-902        ,BRAVE                         ,1,292.0,469,0,1,1,292.0,5,5,1460.0,0,0,0.0,2,2,584.0,0,0,0.0,8.0,8.0,2336.0,0.05,1.6,467.2,0.0,0.0,0.0,0.0,null
131,748120,7450000000000.0,BBP-904        ,BRAVE                         ,1,292.0,469,0,1,1,292.0,2,2,584.0,1,1,292.0,3,3,876.0,0,0,0.0,7.0,7.0,2044.0,0.05,1.4,408.8,0.0,0.0,0.0,0.0,null
132,748121,7450000000000.0,BBP-905        ,BRAVE                         ,1,292.0,469,0,0,0,0.0,1,1,292.0,0,0,0.0,1,1,292.0,0,0,0.0,2.0,2.0,584.0,0.01,0.4,116.8,0.0,0.0,0.0,0.0,null
133,748129,4720000000000.0,DR18041-32BK   ,BONE COLLECTION               ,1,116.35,189,0,3,3,349.04999999999995,2,2,232.7,2,2,232.7,1,1,116.35,0,0,0.0,8.0,8.0,930.8000000000001,0.05,1.6,186.16,0.0,0.0,0.0,0.0,null
134,758127,6950000000000.0,CATL41-01      ,BASEUS                        ,1,29.5,62,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
135,758229,6950000000000.0,SUHZ-2S        ,BASEUS                        ,1,35.0,73,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
136,758230,6970000000000.0,RPH0890        ,ROCK                          ,1,35.0,73,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
137,758241,6950000000000.0,CAHUB-T01      ,BASEUS                        ,1,114.5,241,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
138,758244,6950000000000.0,CABA01-01      ,BASEUS                        ,1,44.5,94,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
139,758245,6950000000000.0,CABA01-09      ,BASEUS                        ,1,44.5,94,0,0,0,0.0,0,0,0.0,0,0,0.0,12,12,534.0,0,0,0.0,12.0,12.0,534.0,0.08,2.4,106.8,0.0,0.0,0.0,0.0,null
140,762676,6950000000000.0,CATXF-0G       ,BASEUS                        ,1,125.0,259,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
141,762677,6950000000000.0,SULR-0G        ,BASEUS                        ,1,45.0,89,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,null
142,748119,7450000000000.0,BBP-903        ,BRAVE                         ,1,292.0,469,-1,0,0,0.0,0,0,0.0,1,1,292.0,2,2,584.0,0,0,0.0,3.0,3.0,876.0,0.02,0.6,175.2,-292.0,-50.0,-7.0,-2.0,2019-06-18
143,734880,6950000000000.0,WXXHJ-B0S      ,BASEUS                        ,1,94.5,199,25,0,0,0.0,0,0,0.0,4,4,378.0,8,8,756.0,7,7,661.5,19.0,19.0,1795.5,0.13,3.8,359.1,2362.5,192.31,27.0,6.0,2020-02-15
144,758119,745000000000.0,BTC-320BK      ,BRAVE                         ,1,44.5,93,55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,12,12,534.0,12.0,12.0,534.0,0.08,2.4,106.8,2447.5,687.5,98.0,23.0,2021-06-25
145,758233,6950000000000.0,SGAPIPH58-WA01 ,BASEUS                        ,1,40.0,83,18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,10,10,400.0,10.0,10.0,400.0,0.07,2.0,80.0,720.0,257.14,37.0,9.0,2020-04-20
146,758235,6950000000000.0,SGAPIPH58-WC01 ,BASEUS                        ,1,45.0,93,38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,12,12,540.0,12.0,12.0,540.0,0.08,2.4,108.0,1710.0,475.0,68.0,16.0,2020-11-24
147,758236,6950000000000.0,SGAPIPH65-WC01 ,BASEUS                        ,1,45.0,93,82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,11,495.0,11.0,11.0,495.0,0.07,2.2,99.0,3690.0,1171.43,167.0,39.0,2022-10-21
148,762679,6950000000000.0,CATYW-B01      ,BASEUS                        ,1,40.0,79,60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5,5,200.0,5.0,5.0,200.0,0.03,1.0,40.0,2400.0,2000.0,286.0,67.0,2025-01-27
149,762681,6950000000000.0,CATSR-01       ,BASEUS                        ,1,30.0,59,38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5,5,150.0,5.0,5.0,150.0,0.03,1.0,30.0,1140.0,1266.67,181.0,42.0,2023-01-25
150,762683,7450000000000.0,BCC-36W        ,BASEUS                        ,1,45.0,89,60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,11,495.0,11.0,11.0,495.0,0.07,2.2,99.0,2700.0,857.14,122.0,29.0,2021-12-11
151,734889,6950000000000.0,PPKC-A01       ,BASEUS                        ,1,119.5,249,8,1,1,119.5,0,0,0.0,0,0,0.0,4,4,478.0,5,5,597.5,10.0,10.0,1195.0,0.07,2.0,239.0,956.0,114.29,16.0,4.0,2019-11-29
152,758117,7450000000000.0,BAC-105        ,BRAVE                         ,1,44.5,93,139,0,0,0.0,0,0,0.0,0,0,0.0,2,2,89.0,14,14,623.0,16.0,16.0,712.0,0.11,3.2,142.4,6185.5,1263.64,181.0,42.0,2023-01-22
153,758124,6950000000000.0,SUWNT-02       ,BASEUS                        ,1,29.5,62,53,0,0,0.0,0,0,0.0,0,0,0.0,1,1,29.5,12,12,354.0,13.0,13.0,383.5,0.09,2.6,76.7,1563.5,588.89,84.0,20.0,2021-03-18
154,758125,6950000000000.0,WXYL-A01       ,BASEUS                        ,1,74.5,156,11,0,0,0.0,0,0,0.0,0,0,0.0,8,8,596.0,16,16,1192.0,24.0,24.0,1788.0,0.16,4.8,357.6,819.5,68.75,10.0,2.0,2019-10-15
155,758126,6950000000000.0,CATL45-01      ,BASEUS                        ,1,29.5,62,47,0,0,0.0,0,0,0.0,0,0,0.0,2,2,59.0,13,13,383.5,15.0,15.0,442.5,0.1,3.0,88.5,1386.5,470.0,67.0,16.0,2020-11-19
156,758128,6950000000000.0,WXZN-B01       ,BASEUS                        ,1,99.5,209,4,0,0,0.0,0,0,0.0,0,0,0.0,1,1,99.5,10,10,995.0,11.0,11.0,1094.5,0.07,2.2,218.9,398.0,57.14,8.0,2.0,2019-10-03
157,734867,6950000000000.0,NGW02-01       ,BASEUS                        ,1,104.5,219,8,10,10,1045.0,4,4,418.0,11,11,1149.5,5,5,522.5,7,7,731.5,37.0,37.0,3866.5,0.25,7.4,773.3,836.0,32.0,5.0,1.0,2019-09-08
158,734868,6950000000000.0,NGW02-02       ,BASEUS                        ,1,104.5,219,7,3,3,313.5,4,4,418.0,4,4,418.0,4,4,418.0,1,1,104.5,16.0,16.0,1672.0,0.11,3.2,334.4,731.5,63.64,9.0,2.0,2019-10-10
159,734882,6950000000000.0,PPALL-AKU01    ,BASEUS                        ,1,64.5,139,5,4,4,258.0,3,3,193.5,10,10,645.0,8,8,516.0,6,6,387.0,31.0,31.0,1999.5,0.21,6.2,399.9,322.5,23.81,3.0,1.0,2019-08-31
160,734883,6950000000000.0,PPALL-AKU02    ,BASEUS                        ,1,64.5,139,6,1,1,64.5,0,0,0.0,2,2,129.0,3,3,193.5,7,7,451.5,13.0,13.0,838.5,0.09,2.6,167.7,387.0,66.67,10.0,2.0,2019-10-13
161,734885,6950000000000.0,PPALL-EX09     ,BASEUS                        ,1,79.5,169,5,1,1,79.5,1,1,79.5,5,5,397.5,1,1,79.5,0,0,0.0,8.0,8.0,636.0,0.05,1.6,127.2,397.5,100.0,14.0,3.0,2019-11-15
162,734886,6950000000000.0,PPALL-PX01     ,BASEUS                        ,1,59.5,129,8,2,2,119.0,0,0,0.0,0,0,0.0,4,4,238.0,1,1,59.5,7.0,7.0,416.5,0.05,1.4,83.3,476.0,160.0,23.0,5.0,2020-01-14
163,734887,6950000000000.0,PPALL-PX02     ,BASEUS                        ,1,49.5,99,10,0,0,0.0,1,1,49.5,7,7,346.5,5,5,247.5,9,9,445.5,22.0,22.0,1089.0,0.15,4.4,217.8,495.0,66.67,10.0,2.0,2019-10-13
164,734890,6950000000000.0,PPKC-A02       ,BASEUS                        ,1,119.5,249,5,0,0,0.0,0,0,0.0,1,1,119.5,1,1,119.5,4,4,478.0,6.0,6.0,717.0,0.04,1.2,143.4,597.5,125.0,18.0,4.0,2019-12-10
165,734891,6950000000000.0,PPKC-A09       ,BASEUS                        ,1,119.5,249,11,0,0,0.0,0,0,0.0,2,2,239.0,1,1,119.5,2,2,239.0,5.0,5.0,597.5,0.03,1.0,119.5,1314.5,366.67,52.0,12.0,2020-08-08
166,734893,6950000000000.0,PPALL-QY02     ,BASEUS                        ,1,109.5,229,1,0,0,0.0,0,0,0.0,5,5,547.5,6,6,657.0,6,6,657.0,17.0,17.0,1861.5,0.11,3.4,372.3,109.5,9.09,1.0,0.0,2019-08-16
167,734895,6950000000000.0,CCALL-RH01     ,BASEUS                        ,1,44.5,99,4,12,12,534.0,8,8,356.0,13,13,578.5,3,3,133.5,3,3,133.5,39.0,39.0,1735.5,0.26,7.8,347.1,178.0,15.38,2.0,1.0,2019-08-22
168,734898,6950000000000.0,CCALL-TM12     ,BASEUS                        ,1,39.5,79,1,0,0,0.0,0,0,0.0,3,3,118.5,4,4,158.0,1,1,39.5,8.0,8.0,316.0,0.05,1.6,63.2,39.5,20.0,3.0,1.0,2019-08-27
169,734899,6950000000000.0,ACCHZ-01       ,BASEUS                        ,1,49.5,109,22,4,4,198.0,3,3,148.5,2,2,99.0,10,10,495.0,5,5,247.5,24.0,24.0,1188.0,0.16,4.8,237.6,1089.0,137.5,20.0,5.0,2019-12-23
170,734903,6950000000000.0,CAHUB-B0G      ,BASEUS                        ,1,124.5,259,1,5,5,622.5,1,1,124.5,3,3,373.5,2,2,249.0,6,6,747.0,17.0,17.0,2116.5,0.11,3.4,423.3,124.5,9.09,1.0,0.0,2019-08-16
171,734904,6950000000000.0,CAHUB-D0G      ,BASEUS                        ,1,59.5,129,2,8,8,476.0,7,7,416.5,5,5,297.5,3,3,178.5,0,0,0.0,23.0,23.0,1368.5,0.15,4.6,273.7,119.0,13.33,2.0,0.0,2019-08-20
172,734909,6950000000000.0,SUER-A01       ,BASEUS                        ,1,24.5,49,9,3,3,73.5,6,6,147.0,11,11,269.5,8,8,196.0,5,5,122.5,33.0,33.0,808.5,0.22,6.6,161.7,220.5,40.91,6.0,1.0,2019-09-17
173,734911,6950000000000.0,SUER-A0S       ,BASEUS                        ,1,24.5,49,14,4,4,98.0,5,5,122.5,9,9,220.5,10,10,245.0,4,4,98.0,32.0,32.0,784.0,0.21,6.4,156.8,343.0,66.67,10.0,2.0,2019-10-13
174,734913,6950000000000.0,SUER-A0V       ,BASEUS                        ,1,19.5,39,5,3,3,58.5,0,0,0.0,6,6,117.0,1,1,19.5,0,0,0.0,10.0,10.0,195.0,0.07,2.0,39.0,97.5,71.43,10.0,2.0,2019-10-17
175,734914,6950000000000.0,SUCH-01        ,BASEUS                        ,1,19.5,39,1,1,1,19.5,0,0,0.0,2,2,39.0,0,0,0.0,1,1,19.5,4.0,4.0,78.0,0.03,0.8,15.6,19.5,33.33,5.0,1.0,2019-09-09
176,734921,6950000000000.0,SUYZD-09       ,BASEUS                        ,1,34.5,69,5,8,8,276.0,2,2,69.0,5,5,172.5,8,8,276.0,6,6,207.0,29.0,29.0,1000.5,0.19,5.8,200.1,172.5,26.32,4.0,1.0,2019-09-02
177,734928,6950000000000.0,SUER-B0S       ,BASEUS                        ,1,24.0,49,23,1,1,24.0,2,2,48.0,10,10,240.0,5,5,120.0,6,6,144.0,24.0,24.0,576.0,0.16,4.8,115.2,552.0,143.75,21.0,5.0,2019-12-29
178,734930,6950000000000.0,SUER-B0V       ,BASEUS                        ,1,24.5,49,8,5,5,122.5,5,5,122.5,0,0,0.0,9,9,220.5,4,4,98.0,23.0,23.0,563.5,0.15,4.6,112.7,196.0,53.33,8.0,2.0,2019-09-29
179,734942,6950000000000.0,TZARGS-09      ,BASEUS                        ,1,24.5,49,6,9,9,220.5,2,2,49.0,3,3,73.5,7,7,171.5,1,1,24.5,22.0,22.0,539.0,0.15,4.4,107.8,147.0,40.0,6.0,1.0,2019-09-16
180,734944,6950000000000.0,TZARGS-G2      ,BASEUS                        ,1,24.5,49,4,11,11,269.5,3,3,73.5,6,6,147.0,3,3,73.5,2,2,49.0,25.0,25.0,612.5,0.17,5.0,122.5,98.0,23.53,3.0,1.0,2019-08-31
181,734948,6950000000000.0,ACSR-MS01      ,BASEUS                        ,1,49.5,109,2,7,7,346.5,2,2,99.0,6,6,297.0,4,4,198.0,3,3,148.5,22.0,22.0,1089.0,0.15,4.4,217.8,99.0,13.33,2.0,0.0,2019-08-20
182,735669,6950000000000.0,SUER-B0R       ,BASEUS                        ,1,24.5,49,2,0,0,0.0,3,3,73.5,2,2,49.0,2,2,49.0,0,0,0.0,7.0,7.0,171.5,0.05,1.4,34.3,49.0,40.0,6.0,1.0,2019-09-16
183,738073,6950000000000.0,SUXUN-BY01     ,BASEUS                        ,1,19.5,39,4,1,1,19.5,0,0,0.0,2,2,39.0,1,1,19.5,0,0,0.0,4.0,4.0,78.0,0.03,0.8,15.6,78.0,133.33,19.0,4.0,2019-12-18
184,738077,6950000000000.0,CATSY-0G       ,BASEUS                        ,1,89.5,189,1,3,3,268.5,2,2,179.0,4,4,358.0,0,0,0.0,1,1,89.5,10.0,10.0,895.0,0.07,2.0,179.0,89.5,14.29,2.0,0.0,2019-08-21
185,738081,6950000000000.0,ACXUN-02       ,BASEUS                        ,1,64.5,139,10,4,4,258.0,4,4,258.0,4,4,258.0,4,4,258.0,3,3,193.5,19.0,19.0,1225.5,0.13,3.8,245.1,645.0,76.92,11.0,3.0,2019-10-23
186,739728,6950000000000.0,WIAPPOD-09     ,BASEUS                        ,1,44.5,99,10,12,12,534.0,10,10,445.0,8,8,356.0,12,12,534.0,5,5,222.5,47.0,47.0,2091.5,0.31,9.4,418.3,445.0,32.26,5.0,1.0,2019-09-08
187,742244,6950000000000.0,CAHUB-F01      ,BASEUS                        ,1,29.5,59,3,1,1,29.5,3,3,88.5,1,1,29.5,2,2,59.0,0,0,0.0,7.0,7.0,206.5,0.05,1.4,41.3,88.5,60.0,9.0,2.0,2019-10-06
188,742247,6950000000000.0,CAHUB-G01      ,BASEUS                        ,1,29.5,59,3,0,0,0.0,1,1,29.5,4,4,118.0,3,3,88.5,2,2,59.0,10.0,10.0,295.0,0.07,2.0,59.0,88.5,42.86,6.0,1.0,2019-09-19
189,742292,6950000000000.0,SGAPIPD-CX02   ,BASEUS                        ,1,39.5,79,6,7,7,276.5,2,2,79.0,4,4,158.0,-1,-1,-39.5,0,0,0.0,12.0,12.0,474.0,0.08,2.4,94.8,237.0,75.0,11.0,2.0,2019-10-21
190,743939,6950000000000.0,NGH08-01       ,BASEUS                        ,1,140.0,289,11,23,23,3220.0,5,5,700.0,9,9,1260.0,9,9,1260.0,6,6,840.0,52.0,52.0,7280.0,0.34,10.4,1456.0,1540.0,32.35,5.0,1.0,2019-09-08
191,743958,6950000000000.0,WIAPIPH58-ASL09,BASEUS                        ,1,34.5,69,11,10,10,345.0,5,5,172.5,9,9,310.5,5,5,172.5,3,3,103.5,32.0,32.0,1104.0,0.21,6.4,220.8,379.5,52.38,7.0,2.0,2019-09-28
192,743961,6950000000000.0,WIAPIPH65-ASL03,BASEUS                        ,1,34.5,69,2,3,3,103.5,5,5,172.5,2,2,69.0,3,3,103.5,1,1,34.5,14.0,14.0,483.0,0.09,2.8,96.6,69.0,22.22,3.0,1.0,2019-08-29
193,743965,6950000000000.0,WIAPIPH65-ASL09,BASEUS                        ,1,34.5,69,4,2,2,69.0,3,3,103.5,6,6,207.0,0,0,0.0,0,0,0.0,11.0,11.0,379.5,0.07,2.2,75.9,138.0,57.14,8.0,2.0,2019-10-03
194,743966,6950000000000.0,CATKC-A01      ,BASEUS                        ,1,29.5,59,12,1,1,29.5,3,3,88.5,11,11,324.5,3,3,88.5,11,11,324.5,29.0,29.0,855.5,0.19,5.8,171.1,354.0,63.16,9.0,2.0,2019-10-09
195,744168,6950000000000.0,CATKC-A09      ,BASEUS                        ,1,29.5,59,9,10,10,295.0,3,3,88.5,5,5,147.5,1,1,29.5,4,4,118.0,23.0,23.0,678.5,0.15,4.6,135.7,265.5,60.0,9.0,2.0,2019-10-06
196,746546,6950000000000.0,SGAPIPD-BX02   ,BASEUS                        ,1,44.5,99,12,2,2,89.0,1,1,44.5,4,4,178.0,4,4,178.0,2,2,89.0,13.0,13.0,578.5,0.09,2.6,115.7,534.0,133.33,19.0,4.0,2019-12-18
197,748127,4720000000000.0,PH18502-BK     ,BONE COLLECTION               ,1,69.5,149,1,11,11,764.5,2,2,139.0,6,6,417.0,0,0,0.0,1,1,69.5,20.0,20.0,1390.0,0.13,4.0,278.0,69.5,7.69,1.0,0.0,2019-08-15
